               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.026486,            0.011288,            0.004977,             0.90962,             0.53794,             0.60091,             0.46791,            0.031331,           0.0069202,           0.0024952,           0.0069508,           0.0069508,           0.0069508
                 156,            0.025929,            0.010683,           0.0045762,             0.89215,              0.5592,             0.59279,             0.47144,            0.030545,           0.0068694,           0.0024008,            0.006931,            0.006931,            0.006931
                 157,            0.026891,            0.011092,           0.0052064,             0.91912,             0.53479,             0.59848,             0.46731,            0.031252,           0.0067605,           0.0021822,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026742,            0.011032,           0.0047348,             0.89555,             0.54638,             0.59931,             0.46924,            0.030819,           0.0060757,           0.0022923,           0.0068914,           0.0068914,           0.0068914
                 159,             0.02607,            0.010868,           0.0048151,             0.87517,             0.56227,             0.59704,             0.46931,            0.030708,           0.0061682,           0.0024414,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02549,            0.010702,           0.0047182,              0.9102,             0.54684,             0.59927,             0.47075,            0.031322,           0.0061956,           0.0022041,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026556,            0.011118,           0.0044856,             0.91786,             0.53361,             0.59638,             0.46847,             0.03136,           0.0060101,           0.0022176,            0.006832,            0.006832,            0.006832
                 162,            0.026669,            0.010904,           0.0043435,             0.95328,             0.50934,             0.59812,             0.47837,            0.031319,           0.0064391,           0.0021498,           0.0068122,           0.0068122,           0.0068122
                 163,            0.025624,            0.010757,           0.0047423,             0.90742,              0.5406,             0.60294,              0.4835,            0.029973,           0.0064802,           0.0021805,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026222,             0.01111,           0.0053393,             0.88647,             0.55966,             0.59565,             0.47226,             0.03108,           0.0067827,           0.0025035,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026186,            0.011113,           0.0048909,             0.86493,             0.52124,             0.55953,             0.44047,            0.034554,           0.0074823,           0.0032592,           0.0067528,           0.0067528,           0.0067528
                 166,            0.025959,            0.010934,           0.0046102,             0.92631,             0.52951,             0.59503,             0.47045,            0.030908,           0.0067263,           0.0024397,            0.006733,            0.006733,            0.006733
                 167,            0.026559,            0.010961,           0.0044469,             0.90765,             0.54208,             0.59489,              0.4699,            0.029954,           0.0068139,           0.0024679,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025213,            0.010288,           0.0045684,             0.89316,             0.56359,             0.60278,             0.47868,            0.030021,           0.0064812,           0.0021463,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026118,            0.010737,           0.0050523,             0.91891,             0.54797,             0.60566,             0.47533,            0.030153,            0.007002,           0.0023609,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025074,            0.010305,           0.0048408,             0.91414,             0.54221,             0.60194,             0.48353,            0.030103,           0.0062902,           0.0023559,           0.0066538,           0.0066538,           0.0066538
                 171,            0.025519,            0.010466,           0.0041946,             0.90894,             0.55554,             0.61362,             0.48507,            0.030499,           0.0066441,           0.0022966,            0.006634,            0.006634,            0.006634
                 172,            0.026092,            0.010772,            0.004847,              0.9039,             0.54912,             0.59584,              0.4695,             0.03069,           0.0060865,           0.0023355,           0.0066142,           0.0066142,           0.0066142
                 173,             0.02555,            0.010635,           0.0046904,             0.90856,              0.5436,             0.60718,             0.47916,            0.030842,           0.0064242,           0.0022497,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025578,            0.010622,           0.0040993,             0.92203,             0.53562,             0.61942,             0.49068,            0.030028,           0.0065159,           0.0021169,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025058,            0.010543,           0.0045378,             0.91684,              0.5417,             0.68055,             0.54469,             0.03049,           0.0060046,           0.0022056,           0.0065548,           0.0065548,           0.0065548
                 176,            0.025717,            0.010534,           0.0053248,             0.92805,             0.53801,             0.60798,             0.48318,            0.030112,           0.0059458,           0.0023392,            0.006535,            0.006535,            0.006535
                 177,            0.026039,            0.010559,           0.0043888,               0.897,               0.539,             0.59257,              0.4763,            0.030256,           0.0063919,           0.0023976,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025642,            0.010434,           0.0044051,             0.92639,             0.53499,             0.60743,             0.49637,            0.029854,           0.0068115,           0.0025665,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025763,            0.010846,           0.0047011,              0.9174,             0.54253,             0.60648,             0.47803,            0.030858,              0.0066,           0.0030676,           0.0064756,           0.0064756,           0.0064756
                 180,            0.025989,            0.010479,           0.0037076,             0.91813,             0.52697,             0.59055,             0.46724,            0.030849,           0.0068156,           0.0026521,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025257,            0.010468,            0.004172,             0.91574,             0.53493,              0.6024,             0.47402,            0.030121,           0.0068332,           0.0024356,            0.006436,            0.006436,            0.006436
                 182,            0.025172,            0.010634,           0.0042916,             0.89814,             0.55342,             0.60494,             0.47849,             0.03003,              0.0064,           0.0022627,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025346,             0.01033,           0.0042688,              0.8917,             0.56117,             0.60255,             0.47878,             0.03056,           0.0057599,           0.0024878,           0.0063964,           0.0063964,           0.0063964
                 184,            0.025739,           0.0099789,           0.0047019,             0.93944,             0.52553,             0.60033,             0.47387,             0.03022,            0.006055,           0.0022073,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025573,            0.010542,           0.0042316,             0.90027,             0.54541,             0.59816,             0.48739,            0.029771,           0.0062349,           0.0024246,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025181,             0.01045,           0.0046227,             0.92034,             0.54898,             0.60568,             0.47955,             0.02919,           0.0059298,           0.0022183,            0.006337,            0.006337,            0.006337
                 187,            0.025293,            0.010473,           0.0040956,             0.93732,             0.54315,             0.61226,              0.4874,            0.028848,           0.0070839,           0.0021775,           0.0063172,           0.0063172,           0.0063172
                 188,            0.025551,            0.010301,           0.0039069,             0.92992,             0.53577,             0.60413,             0.47393,            0.030341,           0.0068868,           0.0021709,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025832,            0.010199,           0.0038591,             0.93803,              0.5243,             0.61446,             0.48624,            0.030065,           0.0070878,           0.0026191,           0.0062776,           0.0062776,           0.0062776
                 190,             0.02571,            0.010871,           0.0040551,             0.93506,             0.53375,             0.61018,             0.48083,            0.030348,           0.0076059,           0.0024854,           0.0062578,           0.0062578,           0.0062578
                 191,            0.024768,            0.010572,            0.004364,             0.93997,             0.53057,             0.60874,             0.48249,            0.029656,           0.0072753,           0.0023882,            0.006238,            0.006238,            0.006238
                 192,            0.024871,            0.010411,           0.0042395,             0.90757,             0.55622,             0.60753,             0.48428,            0.028888,           0.0071099,           0.0025635,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025225,              0.0105,           0.0044268,              0.9034,             0.54479,              0.5996,              0.4778,            0.029471,           0.0062967,           0.0028936,           0.0061984,           0.0061984,           0.0061984
                 194,            0.025215,            0.010423,            0.004431,             0.93614,             0.53332,             0.60265,             0.47799,            0.029248,           0.0062778,           0.0026534,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025011,            0.010063,           0.0049169,             0.92611,             0.54412,             0.62425,             0.49852,            0.029753,           0.0062391,           0.0024972,           0.0061588,           0.0061588,           0.0061588
                 196,            0.025492,            0.010638,           0.0045326,             0.90105,             0.55738,             0.59947,             0.47422,            0.030439,           0.0065189,           0.0025423,            0.006139,            0.006139,            0.006139
                 197,            0.024661,            0.010698,           0.0040586,             0.93345,              0.5467,             0.60556,             0.48572,             0.02925,           0.0060198,           0.0024167,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024913,            0.010497,           0.0040101,             0.92761,             0.53769,             0.60389,             0.47678,            0.029731,            0.006296,           0.0027244,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023783,            0.010112,            0.004017,             0.94478,             0.53491,             0.60997,              0.4814,            0.030368,           0.0067802,           0.0022715,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025233,            0.010277,           0.0043096,             0.91766,             0.56226,             0.61654,             0.48622,            0.029053,              0.0064,           0.0025522,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024458,            0.010109,           0.0043647,             0.92158,             0.54419,             0.60394,              0.4782,            0.029076,           0.0063588,           0.0025415,             0.00604,             0.00604,             0.00604
                 202,            0.025168,           0.0099093,           0.0039022,             0.92851,             0.54096,             0.62318,             0.49559,            0.029443,           0.0063757,            0.002213,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025129,            0.010446,           0.0041126,             0.93568,             0.52878,             0.61517,             0.49151,            0.029236,           0.0061509,           0.0025749,           0.0060004,           0.0060004,           0.0060004
                 204,            0.025021,            0.010799,            0.004222,             0.93059,             0.52871,              0.5995,             0.47593,            0.029408,           0.0063156,           0.0025021,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024948,            0.009959,           0.0039417,             0.93156,             0.54784,             0.60586,             0.48132,            0.029019,            0.006257,           0.0023432,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024404,            0.010391,           0.0039189,             0.91848,             0.54689,             0.61021,             0.49002,            0.028283,            0.006125,           0.0022516,            0.005941,            0.005941,            0.005941
                 207,            0.024844,            0.010168,           0.0040931,             0.90316,             0.56474,             0.60228,             0.47849,            0.028938,           0.0061888,           0.0022272,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024118,           0.0099739,            0.004359,             0.90719,              0.5583,             0.60425,             0.48991,            0.028695,           0.0065305,           0.0020335,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024469,            0.010057,           0.0042677,             0.93048,             0.54021,             0.60708,             0.48233,            0.028967,           0.0069263,           0.0022214,           0.0058816,           0.0058816,           0.0058816
                 210,             0.02482,             0.01025,           0.0042057,             0.90352,             0.56338,             0.61361,             0.48975,            0.028619,            0.006771,           0.0020973,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024245,            0.010408,           0.0043128,             0.92643,             0.54605,             0.60459,             0.47815,            0.029026,           0.0073912,           0.0022793,            0.005842,            0.005842,            0.005842
                 212,            0.024175,           0.0096554,           0.0039316,               0.921,             0.54877,             0.60691,             0.47824,            0.028673,           0.0069001,            0.002113,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025047,            0.010064,           0.0044646,             0.92569,             0.55179,             0.60831,               0.482,             0.02835,           0.0060562,           0.0021691,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024199,             0.01032,           0.0040786,             0.92175,             0.55937,             0.61167,             0.48197,            0.029233,            0.006101,           0.0022529,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024406,             0.01022,           0.0038936,             0.93173,             0.54995,             0.61088,             0.48513,            0.028908,            0.006203,           0.0019977,           0.0057628,           0.0057628,           0.0057628
                 216,            0.024426,            0.010026,            0.004029,             0.94442,             0.53899,             0.60725,             0.48198,            0.029201,           0.0064766,           0.0025514,            0.005743,            0.005743,            0.005743
                 217,            0.024135,             0.01009,           0.0042879,             0.93984,             0.53997,             0.60862,             0.48393,            0.029042,           0.0066456,           0.0023756,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02408,            0.010452,           0.0039682,             0.90546,             0.56385,             0.60723,             0.48368,            0.028723,           0.0064351,           0.0024047,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025179,            0.010293,           0.0040384,             0.91023,             0.56073,             0.63169,             0.50244,            0.028807,           0.0061228,           0.0020573,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024181,            0.010344,           0.0043159,             0.91797,             0.54526,             0.60411,             0.48368,            0.028981,           0.0066496,            0.002261,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023798,           0.0099635,           0.0037604,             0.92882,             0.54597,              0.6151,             0.49227,            0.027892,           0.0064766,           0.0022357,            0.005644,            0.005644,            0.005644
                 222,            0.024109,           0.0098721,           0.0041406,             0.92825,             0.54337,             0.60899,             0.48849,            0.028099,           0.0064507,           0.0020852,           0.0056242,           0.0056242,           0.0056242
                 223,               0.024,           0.0099432,           0.0039427,             0.93804,             0.54263,             0.63065,             0.50425,            0.028284,            0.006235,           0.0020814,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024413,            0.010285,            0.004014,             0.94343,             0.53924,             0.62066,             0.49265,            0.028035,           0.0066279,           0.0021171,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024288,           0.0098202,           0.0043027,             0.94013,             0.53509,             0.60717,             0.48514,            0.028578,           0.0064835,           0.0023277,           0.0055648,           0.0055648,           0.0055648
                 226,            0.023876,            0.010187,            0.004005,             0.93492,             0.54201,             0.61829,             0.49328,            0.028483,             0.00593,           0.0021803,            0.005545,            0.005545,            0.005545
                 227,            0.023603,             0.01012,           0.0042626,              0.9395,             0.54471,             0.61424,             0.49087,            0.028568,           0.0056927,           0.0021212,           0.0055252,           0.0055252,           0.0055252
                 228,            0.023329,           0.0098475,            0.003736,             0.92722,             0.55111,                0.61,             0.48712,            0.028199,           0.0057711,           0.0020945,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024051,            0.010292,           0.0038208,             0.94224,             0.54024,             0.61127,             0.48801,            0.028113,           0.0066968,           0.0019619,           0.0054856,           0.0054856,           0.0054856
                 230,            0.024382,           0.0099387,           0.0042217,             0.92668,             0.55169,             0.63264,             0.50294,            0.028215,           0.0057414,           0.0019815,           0.0054658,           0.0054658,           0.0054658
                 231,            0.023774,           0.0094983,           0.0034928,             0.93454,             0.54532,              0.6119,             0.48402,            0.028007,           0.0061435,           0.0020243,            0.005446,            0.005446,            0.005446
                 232,            0.023579,            0.010094,           0.0037071,             0.91497,             0.56374,             0.62545,              0.4988,              0.0279,           0.0063362,           0.0019939,           0.0054262,           0.0054262,           0.0054262
                 233,            0.023425,            0.010215,           0.0041978,             0.94273,             0.54682,             0.67692,             0.54746,            0.027159,           0.0062025,           0.0020304,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023409,           0.0094729,           0.0040113,             0.94155,             0.54687,             0.64964,             0.52062,            0.027616,            0.006627,           0.0019503,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024106,           0.0097087,              0.0042,             0.94035,             0.54451,              0.6243,              0.5004,            0.028217,           0.0061286,           0.0018735,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023683,           0.0098729,           0.0037867,             0.94222,             0.54679,             0.62604,             0.49962,            0.028027,           0.0058425,           0.0019344,            0.005347,            0.005347,            0.005347
                 237,            0.023777,            0.010087,           0.0037451,             0.94322,             0.54525,             0.61343,              0.4867,            0.027793,           0.0062327,           0.0019725,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023504,              0.0094,           0.0039828,             0.94323,             0.55341,             0.61578,              0.4911,            0.027172,           0.0058651,           0.0019496,           0.0053074,           0.0053074,           0.0053074
                 239,            0.023133,           0.0097972,           0.0040814,             0.93279,             0.55011,             0.61637,             0.49245,            0.027318,            0.005723,           0.0019908,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023387,           0.0099479,           0.0042829,             0.93311,             0.54982,             0.62366,             0.50044,            0.027371,           0.0059282,           0.0020067,           0.0052678,           0.0052678,           0.0052678
                 241,            0.023289,           0.0099971,           0.0041927,             0.91334,             0.56554,              0.6139,              0.4909,            0.027608,           0.0059985,           0.0023254,            0.005248,            0.005248,            0.005248
                 242,            0.022904,            0.010239,           0.0039321,             0.92574,             0.55784,             0.61323,              0.4876,            0.027771,           0.0056134,            0.002018,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023273,            0.010032,           0.0038125,               0.917,             0.56605,             0.61405,              0.4924,            0.027679,           0.0054126,           0.0019842,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022656,           0.0099938,           0.0040139,             0.93845,             0.54804,             0.61367,             0.49191,            0.027145,           0.0056126,           0.0018702,           0.0051886,           0.0051886,           0.0051886
                 245,            0.023342,           0.0096839,             0.00406,             0.92914,             0.55013,             0.61209,             0.48779,            0.027549,           0.0062919,           0.0018379,           0.0051688,           0.0051688,           0.0051688
                 246,            0.024043,           0.0095834,           0.0037774,             0.90691,             0.57187,             0.61305,             0.49076,            0.027706,           0.0056687,           0.0019662,            0.005149,            0.005149,            0.005149
                 247,            0.023757,           0.0097744,           0.0040179,             0.93826,             0.54984,             0.61331,             0.49124,            0.027362,           0.0057627,           0.0018585,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024052,           0.0098133,           0.0033117,             0.93428,             0.54225,             0.61584,             0.49259,            0.027377,           0.0056102,            0.001994,           0.0051094,           0.0051094,           0.0051094
                 249,            0.023069,              0.0097,           0.0037705,             0.93567,             0.54678,             0.61135,             0.48694,            0.027674,           0.0057057,           0.0020816,           0.0050896,           0.0050896,           0.0050896
                 250,            0.023568,            0.009773,           0.0037394,             0.93613,              0.5454,             0.61168,             0.49018,             0.02734,            0.005625,           0.0021688,           0.0050698,           0.0050698,           0.0050698
                 251,            0.022822,           0.0099325,           0.0042455,             0.90886,             0.56834,             0.61451,             0.49316,            0.027256,           0.0058964,           0.0019277,             0.00505,             0.00505,             0.00505
                 252,            0.023033,           0.0097196,           0.0038299,             0.93777,             0.55065,             0.61097,             0.48847,            0.027482,           0.0063045,           0.0019078,           0.0050302,           0.0050302,           0.0050302
                 253,            0.023094,           0.0094565,           0.0038014,             0.93942,             0.55013,             0.61133,             0.48844,            0.027657,           0.0064055,           0.0020517,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023561,           0.0095464,           0.0036111,             0.94147,             0.54671,             0.61357,              0.4898,            0.027619,           0.0063882,           0.0018571,           0.0049906,           0.0049906,           0.0049906
                 255,             0.02251,           0.0094743,           0.0043302,             0.89823,             0.57417,             0.61181,             0.48926,            0.027371,           0.0066003,           0.0018456,           0.0049708,           0.0049708,           0.0049708
                 256,            0.023232,           0.0098217,           0.0037481,             0.90715,             0.57161,             0.61304,              0.4918,            0.027206,           0.0064246,           0.0018626,            0.004951,            0.004951,            0.004951
                 257,             0.02297,           0.0095369,           0.0039821,             0.91163,               0.566,              0.6123,             0.49009,            0.027078,           0.0066307,           0.0018874,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023078,           0.0095262,           0.0039219,             0.94096,             0.54796,             0.61251,             0.49021,            0.027116,           0.0061439,           0.0019582,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02354,           0.0095282,           0.0041725,             0.92506,             0.55785,             0.61267,             0.49117,            0.026841,           0.0058229,            0.001971,           0.0048916,           0.0048916,           0.0048916
                 260,            0.022981,            0.009706,           0.0035785,             0.92736,             0.55559,              0.6138,             0.49299,            0.026899,           0.0060325,           0.0020327,           0.0048718,           0.0048718,           0.0048718
                 261,            0.023682,           0.0099441,           0.0035811,             0.92805,             0.56073,              0.6152,             0.49275,            0.026927,           0.0058376,           0.0018902,            0.004852,            0.004852,            0.004852
                 262,            0.023104,           0.0095439,           0.0045829,             0.90702,             0.56995,             0.61582,             0.49419,            0.027029,           0.0060031,           0.0018604,           0.0048322,           0.0048322,           0.0048322
                 263,            0.023372,           0.0096941,           0.0037031,             0.90169,             0.58065,             0.61437,             0.49208,             0.02707,           0.0057618,           0.0019582,           0.0048124,           0.0048124,           0.0048124
                 264,            0.022607,           0.0097047,           0.0039413,             0.91279,             0.57589,              0.6151,             0.49139,            0.026765,           0.0053462,           0.0018969,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023146,           0.0097269,           0.0036357,             0.93897,             0.54713,             0.61348,             0.48894,            0.027026,           0.0062075,           0.0019496,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022912,           0.0094698,           0.0035895,             0.91151,             0.56812,              0.6139,             0.49101,             0.02698,           0.0062595,            0.001938,            0.004753,            0.004753,            0.004753
                 267,            0.022824,           0.0094153,           0.0035667,             0.92885,             0.55531,             0.61523,             0.49249,            0.026525,           0.0057949,           0.0018517,           0.0047332,           0.0047332,           0.0047332
                 268,            0.023124,           0.0096391,            0.003812,             0.90965,             0.57108,             0.61261,             0.49108,             0.02615,           0.0056037,           0.0018314,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023655,           0.0094224,           0.0038236,             0.90573,             0.57831,             0.61537,             0.49389,            0.026409,           0.0055301,           0.0018872,           0.0046936,           0.0046936,           0.0046936
                 270,            0.023076,            0.009784,           0.0037369,             0.91253,             0.57448,             0.61635,             0.49309,            0.026724,           0.0056799,           0.0018522,           0.0046738,           0.0046738,           0.0046738
                 271,            0.022181,           0.0094966,            0.003636,             0.90649,             0.58449,             0.61562,             0.49215,            0.026766,           0.0057006,           0.0017421,            0.004654,            0.004654,            0.004654
                 272,            0.022337,           0.0096255,           0.0039957,             0.92374,             0.56809,             0.61599,             0.49154,            0.026807,           0.0056008,           0.0017595,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023012,           0.0095595,           0.0040456,             0.91287,             0.58225,             0.61633,             0.49235,            0.026645,           0.0056188,           0.0017155,           0.0046144,           0.0046144,           0.0046144
                 274,             0.02283,           0.0098955,           0.0038658,             0.90938,             0.57748,             0.61419,             0.49048,            0.027074,           0.0056795,           0.0018122,           0.0045946,           0.0045946,           0.0045946
                 275,            0.022548,           0.0095346,             0.00399,             0.91878,             0.57183,              0.6154,             0.49096,            0.026827,           0.0057058,           0.0017932,           0.0045748,           0.0045748,           0.0045748
                 276,            0.022472,           0.0095473,           0.0036514,             0.91523,             0.58329,             0.61874,             0.49319,            0.027217,           0.0055381,           0.0017896,            0.004555,            0.004555,            0.004555
                 277,            0.022344,           0.0091293,           0.0032051,             0.92023,             0.57819,             0.61659,             0.49425,            0.026826,           0.0056288,           0.0018089,           0.0045352,           0.0045352,           0.0045352
                 278,            0.022685,           0.0092368,           0.0034985,             0.91758,             0.57538,             0.61585,             0.49442,            0.026285,           0.0055793,           0.0018879,           0.0045154,           0.0045154,           0.0045154
                 279,            0.022057,           0.0093007,           0.0037815,             0.92774,             0.56288,             0.61492,             0.49484,            0.026096,           0.0059022,           0.0018432,           0.0044956,           0.0044956,           0.0044956
                 280,            0.022871,           0.0094317,            0.003349,             0.91952,             0.56858,             0.61641,             0.49401,            0.026308,           0.0059893,           0.0018161,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023035,           0.0094691,           0.0034067,             0.93232,             0.55426,             0.61462,             0.49229,            0.026728,           0.0058252,           0.0018143,            0.004456,            0.004456,            0.004456
                 282,            0.022297,           0.0095067,           0.0036308,             0.94355,              0.5568,             0.61565,             0.49293,            0.026815,           0.0057039,           0.0018582,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022013,            0.009363,           0.0032486,             0.94681,             0.55837,             0.61637,             0.49578,            0.026554,           0.0057065,           0.0018294,           0.0044164,           0.0044164,           0.0044164
                 284,            0.022521,           0.0091035,           0.0038042,             0.94725,             0.55214,             0.61425,             0.49455,            0.026247,           0.0057842,           0.0018978,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022899,           0.0096433,           0.0034632,             0.95058,              0.5561,              0.6161,             0.49624,            0.025787,           0.0058028,           0.0018452,           0.0043768,           0.0043768,           0.0043768
                 286,            0.022891,           0.0094355,           0.0038195,             0.95073,             0.55232,             0.61502,              0.4955,            0.025926,           0.0058915,           0.0018493,            0.004357,            0.004357,            0.004357
                 287,            0.022371,           0.0089877,           0.0032532,             0.93888,             0.55971,             0.61479,              0.4923,            0.026509,             0.00599,            0.001839,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022286,           0.0093064,           0.0039334,             0.94448,             0.55742,             0.61601,             0.49484,            0.026528,           0.0057513,           0.0019212,           0.0043174,           0.0043174,           0.0043174
                 289,            0.022687,           0.0094966,           0.0036016,             0.91654,             0.57533,             0.61587,             0.49581,            0.026263,           0.0056057,            0.001756,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021986,            0.009252,            0.003552,             0.94923,             0.55084,             0.61578,              0.4968,             0.02608,           0.0052479,           0.0018258,           0.0042778,           0.0042778,           0.0042778
                 291,            0.022185,           0.0092095,            0.003486,             0.93406,             0.56348,             0.61815,             0.49836,             0.02582,           0.0051179,           0.0018221,            0.004258,            0.004258,            0.004258
                 292,            0.022288,            0.009418,           0.0033238,             0.91949,             0.57729,              0.6182,             0.49606,            0.026276,           0.0053975,            0.001883,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022061,           0.0091523,           0.0036472,             0.92024,             0.57826,              0.6185,             0.49833,            0.025815,            0.005551,           0.0016784,           0.0042184,           0.0042184,           0.0042184
                 294,            0.022114,           0.0088867,           0.0033014,             0.92381,             0.57029,             0.61686,             0.49836,            0.025717,           0.0053492,           0.0017227,           0.0041986,           0.0041986,           0.0041986
                 295,            0.021807,           0.0088224,           0.0032292,             0.95519,             0.54891,             0.61443,              0.5001,            0.025636,           0.0052195,           0.0017222,           0.0041788,           0.0041788,           0.0041788
                 296,            0.021677,           0.0093774,           0.0036552,             0.95177,             0.54758,             0.61555,             0.49734,            0.025964,           0.0054897,           0.0017066,            0.004159,            0.004159,            0.004159
                 297,            0.022245,           0.0091999,           0.0035446,             0.95083,             0.54214,             0.61383,             0.49423,            0.026492,           0.0055032,           0.0018499,           0.0041392,           0.0041392,           0.0041392
                 298,            0.022134,           0.0092345,           0.0034797,             0.91758,             0.57551,             0.61601,             0.49794,            0.026252,            0.005604,           0.0018095,           0.0041194,           0.0041194,           0.0041194
                 299,            0.022226,           0.0097023,           0.0036976,             0.91539,             0.58073,             0.61702,             0.49604,            0.026537,           0.0056322,           0.0017626,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022281,           0.0093992,           0.0032542,             0.91141,             0.58631,             0.61855,             0.49543,            0.026242,           0.0055006,           0.0017019,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021992,           0.0088475,           0.0032615,             0.91528,             0.58034,             0.62116,             0.49829,            0.025862,            0.005538,           0.0016839,             0.00406,             0.00406,             0.00406
                 302,            0.021802,           0.0092511,           0.0035828,             0.91057,             0.58285,             0.62191,             0.49964,            0.025992,           0.0055641,           0.0016972,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022623,           0.0090948,           0.0035074,             0.94855,             0.55037,              0.6186,             0.49817,            0.026095,           0.0055634,           0.0017155,           0.0040204,           0.0040204,           0.0040204
                 304,            0.021925,           0.0089023,           0.0034901,             0.93201,             0.56372,             0.61962,             0.50011,            0.025886,           0.0056897,           0.0016874,           0.0040006,           0.0040006,           0.0040006
                 305,            0.021833,            0.009044,           0.0028527,             0.91447,             0.58133,              0.6183,             0.49876,            0.025565,           0.0058042,           0.0017799,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022283,           0.0091261,           0.0034549,             0.91566,             0.58392,             0.61795,             0.50011,            0.025383,            0.005494,           0.0017651,            0.003961,            0.003961,            0.003961
                 307,            0.022319,           0.0091273,           0.0034589,             0.92096,             0.58012,              0.6198,             0.50431,            0.025417,           0.0054412,           0.0017149,           0.0039412,           0.0039412,           0.0039412
                 308,            0.021487,           0.0089091,           0.0035125,             0.91996,             0.58266,              0.6198,              0.5045,            0.025234,           0.0055081,           0.0018002,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021578,           0.0090092,           0.0036909,              0.9169,             0.58569,             0.61857,             0.50144,            0.025688,           0.0055025,           0.0018843,           0.0039016,           0.0039016,           0.0039016
                 310,            0.021296,           0.0089219,           0.0032131,             0.96086,             0.55286,               0.619,             0.50267,            0.025569,           0.0055589,           0.0018211,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021971,           0.0094846,           0.0034654,             0.96035,             0.55474,             0.61902,             0.49883,            0.025821,           0.0055417,           0.0017911,            0.003862,            0.003862,            0.003862
                 312,            0.021595,           0.0090581,           0.0034437,             0.94823,             0.55837,              0.6183,             0.49833,            0.025453,           0.0055622,           0.0017037,           0.0038422,           0.0038422,           0.0038422
